price,location,mileage,transmission,drivetrain,fuel type,major options,brand,color,no_of_features,engine-hp,engine-l,engine-type,age
34500,Surrey,16942,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Heated Seats, Alloy Wheels",Toyota,White,5.0,272.65777777777777,2.5,I4,1
64997,Surrey,38900,Automatic,All-Wheel Drive,Electric,"Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats",Tesla,Gray,7.0,272.65777777777777,3.2029230769230743,I4,2
26318,Abbotsford,55265,Manual,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, CarPlay",Honda,Black,7.0,174.0,1.5,I4,4
56699,Richmond,4393,Manual,Rear-Wheel Drive,Gasoline,"Backup Camera, Blind Spot Monitoring, Android Auto, CarPlay",Ford,Green,4.0,480.0,5.0,V8,3
6500,Maple Ridge,132714,Manual,Front-Wheel Drive,Gasoline,"Steel Wheels, Bluetooth",Ford,Silver,2.0,120.0,1.6,I4,7
19995,Nanaimo,51029,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Heated Seats, Sunroof/Moonroof",Volkswagen,Black,3.0,170.0,2.5,I5,9
37500,Port Moody,56024,Automatic,Front-Wheel Drive,Hybrid,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Bluetooth, Backup Camera, Parking Sensors, Heated Seats, Android Auto, CarPlay",Honda,Black,9.0,212.0,2.0,I4,3
52888,Nanaimo,24100,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels, Quick Order Package",Jeep,Other,5.0,270.0,2.0,I4,1
23888,Burnaby,25629,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels",Kia,Orange,4.0,147.0,2.0,I4,2
69170,Victoria,3526,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Technology Package, Backup Camera, Blind Spot Monitoring, Premium Package, Android Auto, CarPlay",Mercedes-Benz,White,7.0,302.0,2.0,I4,1
44990,Vancouver,111470,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats",Jeep,Black,11.0,470.0,6.4,V8,8
39995,Chilliwack,25725,Manual,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",INFINITI,White,7.0,295.0,3.5,V6,3
46990,Surrey,53866,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats",Toyota,Blue,4.0,270.0,4.0,V6,5
28500,Richmond,76975,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Backup Camera, Sunroof/Moonroof",BMW,Gray,3.0,248.0,2.0,I4,4
45900,Richmond,31992,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats",Mercedes-Benz,Black,7.0,320.0,2.0,I4,4
142850,Surrey,2378,Automatic,Rear-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Android Auto, CarPlay, Multi Zone Climate Control",Ford,Black,6.0,760.0,5.2,V8,2
54990,Vancouver,39584,Manual,Rear-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Dodge,White,6.0,485.0,6.4,V8,5
14900,Richmond,146000,Automatic,Rear-Wheel Drive,Gasoline,"Heated Seats, Backup Camera, Sunroof/Moonroof",Chrysler,Black,3.0,363.0,5.7,V8,9
48617,Surrey,125103,Automatic,Rear-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Sunroof/Moonroof, Parking Sensors, Alloy Wheels",Dodge,Other,6.0,485.0,6.4,V8,5
22974,Victoria,147780,Automatic,All-Wheel Drive,Gasoline,"Heated Seats, Sunroof/Moonroof",Toyota,Black,2.0,176.0,2.5,I4,7
23893,Richmond,1043,Automatic,Front-Wheel Drive,Gasoline,,Nissan,White,-1.0,122.0,1.6,I4,1
38575,Burnaby,13783,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, CarPlay",Honda,Black,10.0,190.0,1.5,I4,2
28495,North Vancouver,31324,Automatic,Front-Wheel Drive,Gasoline,"Navigation System, Blind Spot Monitoring",Volkswagen,Gray,2.0,174.0,2.0,I4,4
25991,Coquitlam,52524,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Navigation System, Heated Seats, CarPlay",Honda,Gray,5.0,185.0,2.4,I4,5
33795,Abbotsford,58584,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, Quick Order Package, CarPlay",Jeep,Gray,11.0,271.0,3.2,V6,3
27990,Vancouver,99000,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Alloy Wheels",Toyota,White,4.0,270.0,3.5,V6,8
31456,Surrey,56000,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Premium Plus Package, Parking Sensors, Premium Package",Mercedes-Benz,White,6.0,208.0,2.0,I4,4
27800,New Westminster,23039,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Remote Start, Heated Seats, Alloy Wheels",Ford,Black,5.0,179.0,1.5,I4,3
62357,Surrey,4000,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Technology Package, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay, Convenience Package",Mercedes-Benz,Blue,11.0,255.0,2.0,I4,1
23995,Surrey,23000,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Heated Seats, CarPlay",Hyundai,Silver,4.0,185.0,2.4,I4,5
45306,Coquitlam,29602,Automatic,All-Wheel Drive,Gasoline,"Backup Camera, Alloy Wheels, Quick Order Package",RAM,Other,3.0,395.0,5.7,V8,3
44500,Richmond,71025,Automatic,All-Wheel Drive,Diesel,,BMW,White,-1.0,255.0,3.0,I6,5
31900,Chilliwack,51689,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Quick Order Package",Jeep,White,11.0,180.0,2.4,I4,4
40988,Vancouver,22030,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Parking Sensors, Heated Seats, Android Auto, Cold Weather Package, Quick Order Package, CarPlay",Alfa,Black,12.0,280.0,2.0,I4,4
30900,Vancouver,18300,Automatic,All-Wheel Drive,Gasoline,"Backup Camera, Parking Sensors, Heated Seats, Alloy Wheels",BMW,White,4.0,228.0,2.0,I4,4
38999,Langley,94101,Automatic,Four-Wheel Drive,Gasoline,"Backup Camera, Chrome Wheels",Ford,Red,2.0,375.0,3.5,V6,4
48888,Coquitlam,19317,Automatic,Four-Wheel Drive,Gasoline,"Backup Camera, Tow Package, Alloy Wheels",Toyota,Gray,3.0,381.0,5.7,V8,5
88300,Burnaby,35679,Automatic,Four-Wheel Drive,Diesel,"Bluetooth, Backup Camera, Sunroof/Moonroof",RAM,Gray,3.0,370.0,6.7,I6,3
67500,Richmond,50910,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Blind Spot Monitoring, Navigation System, Premium Package, CarPlay",BMW,White,5.0,567.0,4.4,V8,5
35488,Abbotsford,50807,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Navigation System, Heated Seats, Alloy Wheels",Mercedes-Benz,Black,5.0,241.0,2.0,I4,5
157900,Vancouver,13913,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Adaptive Suspension, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay, Backup Camera, Remote Start",Cadillac,Black,14.0,420.0,6.2,V8,1
31777,Coquitlam,70156,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Remote Start, Third Row Seating",Chrysler,Gray,4.0,287.0,3.6,V6,3
37888,Victoria,101000,Manual,Rear-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Parking Sensors, Heated Seats, Alloy Wheels",BMW,White,5.0,414.0,4.0,V8,11
38995,Richmond,27898,Automatic,All-Wheel Drive,Gasoline,,Volkswagen,Silver,-1.0,184.0,2.0,I4,2
12490,Vancouver,110000,Automatic,All-Wheel Drive,Flex Fuel Vehicle,,Dodge,Blue,-1.0,283.0,3.6,V6,8
29750,Port Moody,88000,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats",Mazda,Gray,4.0,250.0,2.5,I4,6
85800,Vancouver,33278,Automatic,All-Wheel Drive,Gasoline,,Land,Black,-1.0,510.0,5.0,V8,5
13500,Richmond,150600,Automatic,Rear-Wheel Drive,Gasoline,"Sport Package, Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Parking Sensors, Heated Seats, M Sport Package",BMW,Gray,8.0,360.0,4.8,V8,12
30998,Burnaby,41844,Automatic,All-Wheel Drive,Gasoline,"Adaptive Cruise Control, Android Auto, CarPlay",Mitsubishi,Black,3.0,224.0,3.0,V6,4
11990,Vancouver,57500,Automatic,Rear-Wheel Drive,Gasoline,"Bluetooth, Heated Seats, Alloy Wheels",smart,White,3.0,272.65777777777777,0.9,I3,6
21995,Vancouver,91708,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Bluetooth, Memory Package, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Sound Package",Cadillac,Black,10.0,308.0,3.6,V6,7
26490,Surrey,87894,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Heated Seats, Backup Camera",Toyota,Gray,3.0,266.0,3.5,V6,7
36650,North Vancouver,47147,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats",INFINITI,Black,8.0,300.0,3.0,V6,3
32500,Maple Ridge,30866,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Adaptive Cruise Control, Heated Seats, Alloy Wheels",Honda,White,6.0,205.0,1.5,I4,2
32490,Surrey,83213,Manual,Front-Wheel Drive,Hybrid,"Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Premium Wheels, Blind Spot Monitoring, Heat Package, Parking Sensors, Premium Package, Heated Seats, LE Package, SL Package, Bluetooth, Memory Package, Backup Camera",Lexus,Silver,15.0,200.0,2.5,I4,5
31777,Coquitlam,71895,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Remote Start, Heated Seats, Alloy Wheels, Third Row Seating",Chrysler,Silver,6.0,287.0,3.6,V6,3
44888,Richmond,34411,Automatic,Four-Wheel Drive,Gasoline,"Backup Camera, Alloy Wheels, Quick Order Package",RAM,Blue,3.0,395.0,5.7,V8,2
31995,North Vancouver,41500,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Premium Package, Heated Seats, Android Auto, CarPlay",Mercedes-Benz,Gray,12.0,208.0,2.0,I4,4
8500,Burnaby,140000,Automatic,Front-Wheel Drive,Gasoline,"Heated Seats, Sunroof/Moonroof, Alloy Wheels",Volkswagen,Gray,3.0,200.0,2.0,I4,14
37085,North Vancouver,43500,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Premium Package, Heated Seats, Android Auto, CarPlay",Mercedes-Benz,White,12.0,208.0,2.0,I4,3
91844,Abbotsford,70023,Automatic,Four-Wheel Drive,Diesel,"Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, 5th Wheel, Heated Seats",RAM,White,10.0,370.0,6.7,I6,3
47995,Nanaimo,76776,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Adaptive Cruise Control, Heated Seats, Tow Package, Alloy Wheels",Toyota,White,6.0,272.65777777777777,3.2029230769230743,I4,3
19550,Burnaby,163000,Automatic,All-Wheel Drive,Diesel,"Leather Seats, Backup Camera, Sunroof/Moonroof, Blind Spot Monitoring, Navigation System, Heated Seats",Mercedes-Benz,Black,6.0,240.0,3.0,V6,10
93990,Vancouver,42992,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats",RAM,Black,11.0,272.65777777777777,3.2029230769230743,I4,3
29990,Victoria,79925,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Blind Spot Monitoring, Navigation System",Hyundai,White,5.0,240.0,2.0,I4,4
27999,Surrey,47599,Manual,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Alloy Wheels",Nissan,Other,5.0,170.0,2.5,I4,3
26999,Nanaimo,59256,Automatic,Rear-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Alloy Wheels",Ford,Black,3.0,310.0,2.3,I4,4
58663,Abbotsford,62112,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Land,Gray,9.0,380.0,3.0,V6,4
33500,North Vancouver,34644,Automatic,All-Wheel Drive,Gasoline,Heated Seats,Toyota,Black,1.0,176.0,2.5,I4,5
45900,Vancouver,32400,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats",BMW,Black,7.0,248.0,2.0,I4,4
41995,Langley City,169526,Automatic,All-Wheel Drive,Flex Fuel Vehicle,,GMC,White,-1.0,360.0,6.0,V8,5
23888,New Westminster,39572,Manual,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Honda,Blue,8.0,174.0,1.5,I4,5
19995,Abbotsford,153200,Manual,All-Wheel Drive,Gasoline,"Navigation System, Sunroof/Moonroof",Nissan,Red,2.0,170.0,2.5,I4,5
44242,Nanaimo,13961,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Bluetooth, Remote Start, Heated Seats, Android Auto, CarPlay",Nissan,Gray,7.0,181.0,2.5,I4,1
219995,Vancouver,15950,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Adaptive Suspension, Backup Camera, Heated Seats",Porsche,Other,9.0,540.0,3.8,I4,4
24888,Coquitlam,19036,Automatic,Rear-Wheel Drive,Gasoline,Heated Seats,Ford,Blue,1.0,305.0,3.7,V6,8
38500,Richmond,10932,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Navigation System, Premium Package, CarPlay",BMW,White,5.0,228.0,2.0,I4,4
10998,Chilliwack,162238,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels",Kia,Black,2.0,182.0,2.4,I4,6
29000,Victoria,155165,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Navigation System, Tow Package",Ford,Red,4.0,365.0,3.5,V6,8
48995,Langley City,9003,Automatic,All-Wheel Drive,Flex Fuel Vehicle,,Ford,Red,-1.0,272.65777777777777,3.3,V6,1
40259,Coquitlam,63250,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Navigation System, Heated Seats, Alloy Wheels, Quick Order Package",Jeep,Other,5.0,285.0,3.6,V6,4
5995,Burnaby,182000,Automatic,Front-Wheel Drive,Gasoline,,Honda,Other,-1.0,240.0,3.0,V6,17
35985,Chilliwack,54904,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Volkswagen,Green,9.0,184.0,2.0,I4,3
29888,Coquitlam,84687,Automatic,Rear-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Navigation System, Heated Seats, Alloy Wheels, CarPlay",Dodge,Orange,6.0,305.0,3.6,V6,5
38500,Surrey,32642,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlay",Jeep,Black,10.0,271.0,3.2,V6,2
27290,Surrey,48612,Automatic,Front-Wheel Drive,Hybrid,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Remote Start, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Ford,Black,8.0,272.65777777777777,2.0,I4,2
5999,Surrey,166773,Automatic,Front-Wheel Drive,Gasoline,"Steel Wheels, Bluetooth, Sunroof/Moonroof, Remote Start, Navigation System",Chevrolet,Other,5.0,138.0,1.4,I4,11
46500,Richmond,30893,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Driver Assistance Package, Blind Spot Monitoring, Premium Package, CarPlay",BMW,White,5.0,248.0,2.0,I4,4
18995,Chilliwack,158235,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera",Ford,Gray,2.0,179.0,1.5,I4,4
39995,Maple Ridge,90220,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,Backup Camera,Ford,Other,1.0,272.65777777777777,3.3,V6,4
36138,Abbotsford,63247,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Heated Seats, Backup Camera",Dodge,Red,3.0,305.0,3.6,V6,3
47999,Langley,51836,Automatic,Four-Wheel Drive,Gasoline,"Backup Camera, Remote Start, Chrome Wheels",Ford,White,3.0,375.0,3.5,V6,2
38999,Surrey,28487,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay, Bluetooth, Backup Camera, Remote Start",Buick,Other,13.0,252.0,2.0,I4,3
42900,Vancouver,35102,Automatic,All-Wheel Drive,Gasoline,,Volkswagen,White,-1.0,272.65777777777777,3.6,V6,2
89995,Abbotsford,9500,Automatic,Four-Wheel Drive,Biodiesel,"LE Package, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Off Road Package, Heated Seats, Android Auto, CarPlay, Z71 Package",Chevrolet,Black,12.0,272.65777777777777,6.6,V8,1
28988,Burnaby,103194,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Backup Camera, Remote Start, Heated Seats, Third Row Seating",Dodge,Other,5.0,283.0,3.6,V6,3
29990,Vancouver,43011,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats",Chevrolet,Silver,7.0,323.0,3.6,V6,7
38980,Vancouver,31462,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels",RAM,Gray,2.0,395.0,5.7,V8,5
34995,Victoria,65070,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Leather Seats, Sunroof/Moonroof, Navigation System, Backup Camera, Blind Spot Monitoring, Premium Plus Package, Parking Sensors, Premium Package, Heated Seats",Mercedes-Benz,Black,10.0,241.0,2.0,I4,5
14800,Surrey,199066,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,,Chevrolet,Other,-1.0,302.0,4.8,V8,11
23888,Vancouver,127000,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Heated Seats, Backup Camera",Land,Other,3.0,240.0,2.0,I4,8
44888,Duncan,25324,Automatic,All-Wheel Drive,Flex Fuel Vehicle,"Leather Seats, Steel Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, Quick Order Package, CarPlay",RAM,Black,9.0,305.0,3.6,V6,3
48799,Surrey,102164,Automatic,Four-Wheel Drive,Biodiesel,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats",RAM,Other,9.0,240.0,3.0,V6,4
20995,Surrey,182000,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Alloy Wheels, Remote Start",Ford,Blue,3.0,360.0,5.0,V8,9
43998,Victoria,34297,Automatic,Four-Wheel Drive,Gasoline,"Value Package, Customer Preferred Package, Preferred Package, Steel Wheels, Bluetooth, Backup Camera, Quick Order Package",RAM,Black,7.0,395.0,5.7,V8,3
91999,Surrey,8167,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Heated Seats, Android Auto, CarPlay",Chevrolet,Other,12.0,355.0,5.3,V8,1
48698,Vancouver,10500,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Navigation System, Heated Seats",Volkswagen,White,4.0,268.0,2.0,I4,1
32288,Langley,43821,Automatic,All-Wheel Drive,Gasoline,"Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Kia,White,7.0,185.0,2.4,I4,3
34500,Victoria,13354,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats",Mazda,Gray,9.0,186.0,2.5,I4,1
33243,Coquitlam,179778,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats, Quick Order Package",RAM,Silver,9.0,383.0,5.7,V8,9
31688,Surrey,53129,Manual,Four-Wheel Drive,Gasoline,,Jeep,Black,-1.0,285.0,3.6,V6,4
53888,New Westminster,29073,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Heated Seats",Toyota,White,8.0,270.0,4.0,V6,3
50599,Westshore,8698,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Trim Package, Heated Seats, Android Auto, CarPlay, SE Package, Bluetooth, Backup Camera, Remote Start",Acura,Red,15.0,272.0,2.0,I4,1
11299,Nanaimo,91632,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Hyundai,White,6.0,198.0,2.4,I4,9
30038,Coquitlam,81456,Automatic,Four-Wheel Drive,Gasoline,Quick Order Package,Jeep,Silver,1.0,285.0,3.6,V6,6
48495,Port Moody,64158,Automatic,All-Wheel Drive,Gasoline,,Toyota,Black,-1.0,270.0,4.0,V6,4
35850,Langley,72874,Automatic,All-Wheel Drive,Gasoline,,Chevrolet,White,-1.0,355.0,5.3,V8,5
37004,Nanaimo,8000,Automatic,All-Wheel Drive,Gasoline,,Subaru,Blue,-1.0,182.0,2.5,I4,1
57750,Richmond,1900,Automatic,All-Wheel Drive,Gasoline,,Lexus,White,-1.0,295.0,3.5,V6,0
24888,Coquitlam,59232,Automatic,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlay",Chevrolet,Gray,7.0,160.0,1.5,I4,3
5980,Burnaby,136543,Automatic,Front-Wheel Drive,Gasoline,"Heated Seats, Alloy Wheels",Dodge,Black,2.0,173.0,2.4,I4,11
24600,Victoria,122033,Automatic,Four-Wheel Drive,Gasoline,"Navigation System, Bluetooth, Alloy Wheels",Jeep,Blue,3.0,202.0,3.8,V6,11
92190,Maple Ridge,17241,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Heated Seats, Quick Order Package",Dodge,Gray,12.0,475.0,6.4,V8,1
41800,Surrey,22152,Manual,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Honda,Gray,10.0,190.0,1.5,I4,2
77995,Vancouver,20800,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Sunroof/Moonroof, Navigation System, Alloy Wheels, Technology Package, Blind Spot Monitoring, Parking Sensors, Premium Package, Heated Seats, Bluetooth, Backup Camera, Remote Start, Comfort Package",Mercedes-Benz,Silver,13.0,255.0,2.0,I4,2
32800,Burnaby,119051,Automatic,All-Wheel Drive,Gasoline,,Ford,Black,-1.0,325.0,2.7,V6,5
16999,Surrey,123889,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Heated Seats",Kia,White,2.0,185.0,2.4,I4,5
26283,Richmond,12124,Automatic,Front-Wheel Drive,Gasoline,,Nissan,Black,-1.0,122.0,1.6,I4,2
10985,Coquitlam,146575,Automatic,All-Wheel Drive,Gasoline,Bluetooth,Nissan,Silver,1.0,188.0,1.6,I4,9
23500,Maple Ridge,95393,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Adaptive Cruise Control, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start, Heat Package, Parking Sensors, Heated Seats, Cold Weather Package",Lincoln,Other,12.0,285.0,2.3,I4,7
41756,Mission,95468,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats",RAM,White,7.0,395.0,5.7,V8,6
54617,Victoria,1100,Automatic,Four-Wheel Drive,Gasoline,Luxury Package,Nissan,White,1.0,310.0,3.8,V6,0
64500,Richmond,38649,Automatic,All-Wheel Drive,Gasoline,,BMW,Black,-1.0,335.0,3.0,I6,3
69995,Vancouver,4950,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",BMW,White,9.0,382.0,3.0,I6,1
27900,Vancouver,48600,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Navigation System, Heated Seats, Alloy Wheels",BMW,Gray,6.0,248.0,2.0,I4,5
